date,source,title,text,url
2026-01-08,Google News,Lockheed Martin Delivered Record 191 F-35 Fighters in 2025 - Air & Space Forces Magazine,Lockheed Martin Delivered Record 191 F-35 Fighters in 2025  Air & Space Forces Magazine,https://news.google.com/rss/articles/CBMihgFBVV95cUxQbHBFQjZVUlRYOXdCR0pnV0VmNUJvRV9NM2JMR19KN2kwN1FXVU15QmxUYUpzZlYzT0p0SWhlUEhINUVFRkZ1dWtyOGRVajR4Nm5pWTNXa0wtVXpOLWpQMFEtcXdCYUdWYklWdzJLNFVqTGNKMUNpclhaWjdONnh0UWwyX2txUQ?oc=5
2025-12-20,Google News,USAF F-35As Have Arrived In The Caribbean - The War Zone,USAF F-35As Have Arrived In The Caribbean  The War Zone,https://news.google.com/rss/articles/CBMic0FVX3lxTE40NlVhWl81dHlJYktlU0NMV3JEdGZWMkEwd2kyRzBHOEo2UldsLVB5SEpzQ3VqbExDM0wxRkZwR1o1eFBaRHlFUU5WWkQzNjc1MEt2SDJoelBSVjJlR3hKNWxhd1hlN0tIMnpHU3BkV25lRGM?oc=5
2025-11-25,Google News,"F-35s Flew Deep in Iran, Were Last Ones Out After Strikes: Commanders - Business Insider","F-35s Flew Deep in Iran, Were Last Ones Out After Strikes: Commanders  Business Insider",https://news.google.com/rss/articles/CBMilAFBVV95cUxPZG9Jd3paQTVlVWRVZ24yMVlsU3NRbWRPWlVOVGRScFVLeFd1RW9fcHFCUWRZa1EyLVBhbDVHbEdLdFdrOU9DU1F4ZFhhRkNYeWowVnY4QU50RHVCa0VUSzRMdm5xQTRDdkQycXFncThPRWxjWndUSW85NUc1M2F4cmtPX01UanI3SVpKSlF1RnBDRUVf?oc=5
2025-12-11,Google News,F-35A Joint Strike Fighters Deploying To Caribbean (Updated) - The War Zone,F-35A Joint Strike Fighters Deploying To Caribbean (Updated)  The War Zone,https://news.google.com/rss/articles/CBMif0FVX3lxTFB6R3NNblV1cWtKYmRPNmZSRjZYZWprUUNXb1h0U0xXWjYzLXJnNWhjR3JFZlJweENjcERRUU5WN0JfY29uR0txQ2Vmckc3MF9nZktQRTBOMUxiaE5uTkNaazZCX0FBNUdjMkZuUEZNcDRVOFhrdU9mTFEtcGpfbzg?oc=5
2025-11-19,Google News,What to know about the F-35 fighter jet that Trump is selling to Saudi Arabia - NPR,What to know about the F-35 fighter jet that Trump is selling to Saudi Arabia  NPR,https://news.google.com/rss/articles/CBMikwFBVV95cUxNVUNrWlhKdWJJTm5zWGpoWDF0d0RXYmEwZEM0VW9BNzBHeERVN1pJdUlDa1ZBal9odHZ4eWdkOFVwWi1pWGdYUkp3OEszNk5vdGhsVllGUFh5UWJNODN4elhXanY0b2M0UU44NHFzOUJNNWYtSEMwcG1fZ0FnSW9LRm1nNnBxYk1UUEdFcHdUdVJVdkU?oc=5
2025-09-03,Google News,F-35 JOINT STRIKE FIGHTER: Actions Needed to Address Late Deliveries - U.S. Government Accountability Office (.gov),F-35 JOINT STRIKE FIGHTER: Actions Needed to Address Late Deliveries  U.S. Government Accountability Office (.gov),https://news.google.com/rss/articles/CBMilAFBVV95cUxOcVdmZWRFWVR6ckN5bEZBX0IxU2V3VzVkVDJkRWdpZlotVUJmc01mQ1dKRV81OC0zQWYzNmI2SkhHWFJ1NmFfZGJzVGI5WndKZ2pIZ0xsb3dMckJEcndNMnVtbjZDUjZFWDZBVUNsbVFPRTJPcFNFMW5RaHBCVVNGOGdsOW1UMU1ZY3NtcXlzcEtTazZq?oc=5
2025-09-03,Google News,GAO Report on the F-35 Joint Strike Fighter - USNI News,GAO Report on the F-35 Joint Strike Fighter  USNI News,https://news.google.com/rss/articles/CBMiggFBVV95cUxPU1dmZ0VzMWo2TEhCN185MTBsMmV0dktZTTAzZWhBZk43ZkxGeWFtQkxFOWJZMjdzUUc0X3N4VHR3SmpxcGdJcjIwSTVDZzI0aDNlbE1JX2JkZVdCeGRYQU5EMVEtNENLNGhJR2phdWdJaXZEcWZmcmNGdEh2REstNHVn?oc=5
2025-12-12,AP,F-35 final operational capability declared - Australian Defence Magazine,F-35 final operational capability declared  Australian Defence Magazine,https://news.google.com/rss/articles/CBMikwFBVV95cUxNMnVlRGFZcXJNTFdlcTVTeDVLUFhDejBIeU14cVFtdjlvUnJmV2tpWjNNNHVFZUVNeHI1YzhHanJTZ2l5SVppQTRCU0E3SWNGNUpPTHZBbEtCN1h5bUFIeTZ3TWdVRFl6QlhGM2hEbmJSamFFbWIyZDRKRFFtak5CMDVPZmZtbnhBSXd2MHJtb3p0MTA?oc=5
2025-09-03,Google News,"JUST IN: F-35 Program Still Plagued by Cost Overruns, Delivery Delays, GAO Says - National Defense Magazine","JUST IN: F-35 Program Still Plagued by Cost Overruns, Delivery Delays, GAO Says  National Defense Magazine",https://news.google.com/rss/articles/CBMivgFBVV95cUxOc05YVWJuMG5BMEhjcVNwaU45a1hTRUQxQ0FKd2ZFUnlZQnR3ejVEekV2VzRYektPLU92XzlhV01sVGZzaUtIX2dTWUFsZTlpQTA3Y3RBbm5Za0psNGx0Y0U4N3BqWmpGa3o5UmZOYU9lU1BXS0JqRGV6Wmt3OGVKNHExSWhhTU4xQ0U3YnNIYXNSUl9wTlFRekt4aFd3dkIzSnduTGRHdXZEZnlsbnoyclJGRW1UeEdvbG9FYmZ3?oc=5
2023-05-30,Google News,More Actions Needed to Explain Cost Growth and Support Engine Modernization Decision - U.S. Government Accountability Office (.gov),More Actions Needed to Explain Cost Growth and Support Engine Modernization Decision  U.S. Government Accountability Office (.gov),https://news.google.com/rss/articles/CBMiVEFVX3lxTE80a0FOTTU0UlBFMHlCbDBQWWlIaEN6M05pczQ2RUhncF96RmtheWRmUFVIUDQ1Yk5kT1JMeWxTTTJsbHZULU1BNnpKR1lsVFR4c3VJag?oc=5
